"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08","WT09","WT11"
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-02-24",,,,,"0.26","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-02-25",,,,,"1.17","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-02-26",,,,,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-02-27",,,,,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-02-28",,,,,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-02-29",,,,,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-01",,,,,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-02",,,,,"0.10","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-03",,,,,"0.21","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-04",,,,,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-05",,,,,"0.03","0.5",,,,,,,,,"0.0",,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-06",,,,,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-07",,,,,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-08",,,,,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-09",,,,,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-10",,,,,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-11",,,,,"0.16","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-12",,,,,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-13",,,,,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-14",,,,,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-15",,,,,"1.88","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-16",,,,,"0.13","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-18",,,,,"0.03","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-19",,,,,"0.02","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-28",,,,,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-29",,,,,"0.31",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-30",,,,,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-03-31",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-01",,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-02",,,,,"0.06","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-03",,,,,"1.11","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-04",,,,,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-05",,,,,"0.69","7.5","8",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-06",,,,,"0.00","0.0","7",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-07",,,,,"0.03","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-08",,,,,"1.64","0.0","0",,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-13",,,,,"0.33",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-19",,,,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-20",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-23",,,,,"0.13",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-24",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-26",,,,,"0.18",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-27",,,,,"0.10",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-04-30",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-02",,,,,"0.16",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-03",,,,,"0.24",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-04",,,,,"0.18",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-05",,,,,"0.41",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-06",,,,,"0.04",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-07",,,,,"0.21",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-08",,,,,"0.03",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-09",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-12",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-14",,,,,"0.37",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-15",,,,,"0.02",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-17",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-18",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-19",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-20",,,,,"0.02",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-21",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-23",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-24",,,,,"0.16",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-25",,,,,"0.09",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-26",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-28",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-29",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-30",,,,,"1.02",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-05-31",,,,,"0.37",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-06-01",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-06-02",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-06-03",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-06-04",,,,,"0.04",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-06-05",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-06-06",,,,,"0.48",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-06-07",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-06-08",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-06-09",,,,,"0.91",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-06-10",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-06-11",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-06-12",,,,,"0.14",,,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-06-13",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-06-14",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-06-15",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
"US1RIKN0002","EAST GREENWICH 2.3 ESE, RI US","41.6625","-71.4159","8.8","2016-06-16",,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,,
